,CUID,Species,Year,LGL counts,NuSEDS counts by CU,Total run
2339,729,Lake Sockeye,1987,6991,7042,48491
2401,729,Lake Sockeye,1988,1411,1411,24456
2463,729,Lake Sockeye,1989,8027,8082,49327
2525,729,Lake Sockeye,1990,18336,18479,68750
2587,729,Lake Sockeye,1991,12108,12211,64445
2649,729,Lake Sockeye,1992,2794,2795,17176
2711,729,Lake Sockeye,1993,19760,19760,190877
2773,729,Lake Sockeye,1994,9160,9270,63475
2835,729,Lake Sockeye,1995,8100,8447,16368
2897,729,Lake Sockeye,1996,3158,3427,14112
2959,729,Lake Sockeye,1997,9218,9774,171611
3021,729,Lake Sockeye,1998,23959,25205,130166
3083,729,Lake Sockeye,1999,5416,6264,40205
3145,729,Lake Sockeye,2000,1220,1269,86582
3207,729,Lake Sockeye,2001,2961,3150,43236
3269,729,Lake Sockeye,2002,14921,14953,18920
3331,729,Lake Sockeye,2003,4919,4940,8737
3393,729,Lake Sockeye,2004,1312,1287,13604
3455,729,Lake Sockeye,2005,12028,12082,18585
3517,729,Lake Sockeye,2006,18163,18882,48322
3579,729,Lake Sockeye,2007,1699,1699,4835
3641,729,Lake Sockeye,2008,86,97,5948
3703,729,Lake Sockeye,2009,1719,1773,3052
3765,729,Lake Sockeye,2010,52184,57845,171209
3827,729,Lake Sockeye,2011,1026,1114,3900
3889,729,Lake Sockeye,2012,25,25,NA
3951,729,Lake Sockeye,2013,7284,7327,NA
4013,729,Lake Sockeye,2014,22636,24041,NA
4075,729,Lake Sockeye,2015,35,36,NA
4137,729,Lake Sockeye,2016,41,41,NA
4199,729,Lake Sockeye,2017,1195,1198,NA
4261,729,Lake Sockeye,2018,NA,35548,NA
4323,729,Lake Sockeye,2019,NA,520,NA
49,731,Lake Sockeye,1950,540,5843,NA
111,731,Lake Sockeye,1951,336,4402,NA
173,731,Lake Sockeye,1952,1023,1975,327
235,731,Lake Sockeye,1953,105323,369023,1526554
297,731,Lake Sockeye,1954,1611,5470,36886
359,731,Lake Sockeye,1955,3889,7618,58504
421,731,Lake Sockeye,1956,799,1454,11583
483,731,Lake Sockeye,1957,177847,531130,1548101
545,731,Lake Sockeye,1958,14107,23638,138448
607,731,Lake Sockeye,1959,3413,8225,52900
669,731,Lake Sockeye,1960,1676,2961,14592
731,731,Lake Sockeye,1961,197846,411105,1359724
793,731,Lake Sockeye,1962,6266,18689,54960
855,731,Lake Sockeye,1963,1211,3237,7053
917,731,Lake Sockeye,1964,1157,1900,7891
979,731,Lake Sockeye,1965,74001,214958,773317
1041,731,Lake Sockeye,1966,3900,9032,51057
1103,731,Lake Sockeye,1967,653,1642,13828
1165,731,Lake Sockeye,1968,179,470,1919
1227,731,Lake Sockeye,1969,90413,207057,1103683
1289,731,Lake Sockeye,1970,2909,15055,93797
1351,731,Lake Sockeye,1971,715,1535,8145
1413,731,Lake Sockeye,1972,7642,8704,37431
1475,731,Lake Sockeye,1973,118565,214343,1606798
1537,731,Lake Sockeye,1974,5572,14627,90408
1599,731,Lake Sockeye,1975,7045,14229,65527
1661,731,Lake Sockeye,1976,2627,3000,16180
1723,731,Lake Sockeye,1977,63525,146629,660745
1785,731,Lake Sockeye,1978,8892,13027,56243
1847,731,Lake Sockeye,1979,13329,31918,215364
1909,731,Lake Sockeye,1980,618,979,3817
1971,731,Lake Sockeye,1981,118084,249699,1313861
2033,731,Lake Sockeye,1982,9175,16758,113595
2095,731,Lake Sockeye,1983,1564,2246,15782
2157,731,Lake Sockeye,1984,1008,1228,21440
2219,731,Lake Sockeye,1985,157482,274642,1978011
2281,731,Lake Sockeye,1986,17578,28715,107988
2343,731,Lake Sockeye,1987,2904,6524,22894
2405,731,Lake Sockeye,1988,9019,11459,18272
2467,731,Lake Sockeye,1989,291633,575791,3367087
2529,731,Lake Sockeye,1990,110220,190030,857914
2591,731,Lake Sockeye,1991,57942,77322,375102
2653,731,Lake Sockeye,1992,20315,23892,302388
2715,731,Lake Sockeye,1993,1397138,1805142,5162734
2777,731,Lake Sockeye,1994,44254,76715,516819
2839,731,Lake Sockeye,1995,25758,34362,100171
2901,731,Lake Sockeye,1996,51265,65898,146757
2963,731,Lake Sockeye,1997,559132,907652,3255574
3025,731,Lake Sockeye,1998,98260,139421,619040
3087,731,Lake Sockeye,1999,48888,61574,100142
3149,731,Lake Sockeye,2000,380171,454397,849376
3211,731,Lake Sockeye,2001,204667,351569,564105
3273,731,Lake Sockeye,2002,23289,34498,343490
3335,731,Lake Sockeye,2003,30144,36647,130081
3397,731,Lake Sockeye,2004,63214,83418,884766
3459,731,Lake Sockeye,2005,201230,293124,458842
3521,731,Lake Sockeye,2006,17403,27504,205523
3583,731,Lake Sockeye,2007,5788,8487,20446
3645,731,Lake Sockeye,2008,115943,146569,269701
3707,731,Lake Sockeye,2009,52481,86964,123602
3769,731,Lake Sockeye,2010,60928,75241,184210
3831,731,Lake Sockeye,2011,2599,3783,10323
3893,731,Lake Sockeye,2012,56140,93119,NA
3955,731,Lake Sockeye,2013,103898,131764,NA
4017,731,Lake Sockeye,2014,39338,50691,NA
4079,731,Lake Sockeye,2015,7307,11124,NA
4141,731,Lake Sockeye,2016,6795,9407,NA
4203,731,Lake Sockeye,2017,119304,146975,NA
4265,731,Lake Sockeye,2018,NA,112189,NA
4327,731,Lake Sockeye,2019,NA,5801,NA
48,732,Lake Sockeye,1950,27337,59443,NA
110,732,Lake Sockeye,1951,16848,60969,NA
172,732,Lake Sockeye,1952,15961,33582,185496
234,732,Lake Sockeye,1953,108505,153885,1048178
296,732,Lake Sockeye,1954,16881,35058,241816
358,732,Lake Sockeye,1955,202,2159,158970
420,732,Lake Sockeye,1956,11751,25146,93229
482,732,Lake Sockeye,1957,181916,234032,548271
544,732,Lake Sockeye,1958,22885,38812,157667
606,732,Lake Sockeye,1959,605,2670,26525
668,732,Lake Sockeye,1960,5292,14509,102667
730,732,Lake Sockeye,1961,149771,197787,1225122
792,732,Lake Sockeye,1962,11308,26716,108532
854,732,Lake Sockeye,1963,819,4628,14922
916,732,Lake Sockeye,1964,292,2421,76078
978,732,Lake Sockeye,1965,15228,23045,256325
1040,732,Lake Sockeye,1966,4390,10859,70750
1102,732,Lake Sockeye,1967,6935,21069,98521
1164,732,Lake Sockeye,1968,195,1587,27765
1226,732,Lake Sockeye,1969,76946,109576,431173
1288,732,Lake Sockeye,1970,15442,32722,84566
1350,732,Lake Sockeye,1971,50030,95942,326142
1412,732,Lake Sockeye,1972,1593,5086,23540
1474,732,Lake Sockeye,1973,243304,299715,1366181
1536,732,Lake Sockeye,1974,18867,39659,186921
1598,732,Lake Sockeye,1975,24324,65780,426202
1660,732,Lake Sockeye,1976,3336,12648,39596
1722,732,Lake Sockeye,1977,83248,118017,1342456
1784,732,Lake Sockeye,1978,21751,50097,146275
1846,732,Lake Sockeye,1979,30276,92763,222702
1908,732,Lake Sockeye,1980,3444,17026,31728
1970,732,Lake Sockeye,1981,99873,138072,755501
2032,732,Lake Sockeye,1982,1444,4560,80125
2094,732,Lake Sockeye,1983,10338,23874,90988
2156,732,Lake Sockeye,1984,17608,48086,56045
2218,732,Lake Sockeye,1985,165199,237544,356830
2280,732,Lake Sockeye,1986,13022,29004,45600
2342,732,Lake Sockeye,1987,70832,148438,177767
2404,732,Lake Sockeye,1988,73756,182129,221575
2466,732,Lake Sockeye,1989,315116,384819,1211799
2528,732,Lake Sockeye,1990,52742,97049,154865
2590,732,Lake Sockeye,1991,73369,141152,512453
2652,732,Lake Sockeye,1992,26928,66037,350407
2714,732,Lake Sockeye,1993,595598,688015,1151643
2776,732,Lake Sockeye,1994,15690,29520,204245
2838,732,Lake Sockeye,1995,58532,122862,138165
2900,732,Lake Sockeye,1996,44464,88453,95550
2962,732,Lake Sockeye,1997,180913,265697,1671735
3024,732,Lake Sockeye,1998,19878,32590,189759
3086,732,Lake Sockeye,1999,6965,24552,171629
3148,732,Lake Sockeye,2000,42939,89858,378192
3210,732,Lake Sockeye,2001,109232,170734,214186
3272,732,Lake Sockeye,2002,16943,24637,62663
3334,732,Lake Sockeye,2003,6315,13158,30275
3396,732,Lake Sockeye,2004,4869,9271,137100
3458,732,Lake Sockeye,2005,59773,98297,219696
3520,732,Lake Sockeye,2006,21478,35809,55782
3582,732,Lake Sockeye,2007,2007,5345,12729
3644,732,Lake Sockeye,2008,10213,29835,34006
3706,732,Lake Sockeye,2009,28968,45291,81469
3768,732,Lake Sockeye,2010,38238,60262,104877
3830,732,Lake Sockeye,2011,388,757,21155
3892,732,Lake Sockeye,2012,9517,26221,NA
3954,732,Lake Sockeye,2013,54704,86239,NA
4016,732,Lake Sockeye,2014,35365,68542,NA
4078,732,Lake Sockeye,2015,4833,10087,NA
4140,732,Lake Sockeye,2016,2626,8608,NA
4202,732,Lake Sockeye,2017,7435,15423,NA
4264,732,Lake Sockeye,2018,NA,48489,NA
4326,732,Lake Sockeye,2019,NA,89,NA
50,734,Lake Sockeye,1950,1000,500,NA
112,734,Lake Sockeye,1951,1000,500,NA
174,734,Lake Sockeye,1952,7294,3647,NA
236,734,Lake Sockeye,1953,8844,4422,NA
298,734,Lake Sockeye,1954,7000,3500,NA
360,734,Lake Sockeye,1955,8800,4400,NA
422,734,Lake Sockeye,1956,3990,1995,NA
484,734,Lake Sockeye,1957,7334,3667,NA
546,734,Lake Sockeye,1958,15076,7538,NA
608,734,Lake Sockeye,1959,32820,16410,NA
670,734,Lake Sockeye,1960,5452,2726,NA
732,734,Lake Sockeye,1961,160,80,NA
794,734,Lake Sockeye,1962,1314,657,NA
856,734,Lake Sockeye,1963,63334,31667,NA
918,734,Lake Sockeye,1964,866,433,NA
980,734,Lake Sockeye,1965,NA,NA,NA
1042,734,Lake Sockeye,1966,706,353,NA
1104,734,Lake Sockeye,1967,11400,5700,NA
1166,734,Lake Sockeye,1968,NA,NA,NA
1228,734,Lake Sockeye,1969,NA,NA,NA
1290,734,Lake Sockeye,1970,NA,NA,NA
1352,734,Lake Sockeye,1971,21000,10500,NA
1414,734,Lake Sockeye,1972,4574,2287,NA
1476,734,Lake Sockeye,1973,NA,NA,NA
1538,734,Lake Sockeye,1974,NA,NA,NA
1600,734,Lake Sockeye,1975,8788,4394,NA
1662,734,Lake Sockeye,1976,1268,634,NA
1724,734,Lake Sockeye,1977,NA,NA,NA
1786,734,Lake Sockeye,1978,NA,NA,NA
1848,734,Lake Sockeye,1979,NA,NA,NA
1910,734,Lake Sockeye,1980,1358,679,NA
1972,734,Lake Sockeye,1981,NA,NA,NA
2034,734,Lake Sockeye,1982,NA,NA,NA
2096,734,Lake Sockeye,1983,3260,1630,NA
2158,734,Lake Sockeye,1984,5542,2771,NA
2220,734,Lake Sockeye,1985,NA,NA,NA
2282,734,Lake Sockeye,1986,NA,NA,NA
2344,734,Lake Sockeye,1987,7184,3592,NA
2406,734,Lake Sockeye,1988,22276,11138,NA
2468,734,Lake Sockeye,1989,130,65,NA
2530,734,Lake Sockeye,1990,NA,NA,NA
2592,734,Lake Sockeye,1991,NA,NA,NA
2654,734,Lake Sockeye,1992,1940,970,NA
2716,734,Lake Sockeye,1993,NA,NA,NA
2778,734,Lake Sockeye,1994,540,270,NA
2840,734,Lake Sockeye,1995,3680,1840,NA
2902,734,Lake Sockeye,1996,2940,1470,NA
2964,734,Lake Sockeye,1997,650,325,NA
3026,734,Lake Sockeye,1998,800,485,NA
3088,734,Lake Sockeye,1999,2320,2320,NA
3150,734,Lake Sockeye,2000,6000,3000,NA
3212,734,Lake Sockeye,2001,2000,1000,NA
3274,734,Lake Sockeye,2002,2600,1300,NA
3336,734,Lake Sockeye,2003,760,380,NA
3398,734,Lake Sockeye,2004,640,320,NA
3460,734,Lake Sockeye,2005,1040,520,NA
3522,734,Lake Sockeye,2006,4280,2140,NA
3584,734,Lake Sockeye,2007,466,233,NA
3646,734,Lake Sockeye,2008,120,60,NA
3708,734,Lake Sockeye,2009,80,40,NA
3770,734,Lake Sockeye,2010,1346,1117,NA
3832,734,Lake Sockeye,2011,1920,964,NA
3894,734,Lake Sockeye,2012,200,100,NA
3956,734,Lake Sockeye,2013,316,201,NA
4018,734,Lake Sockeye,2014,214,114,NA
4080,734,Lake Sockeye,2015,1960,980,NA
4142,734,Lake Sockeye,2016,328,164,NA
4204,734,Lake Sockeye,2017,NA,20,NA
4266,734,Lake Sockeye,2018,NA,70,NA
4328,734,Lake Sockeye,2019,NA,NA,NA
30,735,Lake Sockeye,1950,15177,16266,NA
92,735,Lake Sockeye,1951,20437,22234,NA
154,735,Lake Sockeye,1952,17535,18672,80221
216,735,Lake Sockeye,1953,12756,13517,62746
278,735,Lake Sockeye,1954,10168,10774,65365
340,735,Lake Sockeye,1955,8761,9355,113076
402,735,Lake Sockeye,1956,6513,6996,36992
464,735,Lake Sockeye,1957,11217,12069,76903
526,735,Lake Sockeye,1958,13770,14871,67948
588,735,Lake Sockeye,1959,27307,29247,95916
650,735,Lake Sockeye,1960,7155,7620,31875
712,735,Lake Sockeye,1961,6972,7460,51906
774,735,Lake Sockeye,1962,5865,6292,18903
836,735,Lake Sockeye,1963,21655,25144,56621
898,735,Lake Sockeye,1964,1408,1500,22678
960,735,Lake Sockeye,1965,2368,2660,27286
1022,735,Lake Sockeye,1966,2272,2480,20135
1084,735,Lake Sockeye,1967,29838,31695,207472
1146,735,Lake Sockeye,1968,3538,3634,34731
1208,735,Lake Sockeye,1969,3872,3872,18861
1270,735,Lake Sockeye,1970,1096,1341,22225
1332,735,Lake Sockeye,1971,22515,25497,194910
1394,735,Lake Sockeye,1972,3877,4138,49906
1456,735,Lake Sockeye,1973,4433,4700,23252
1518,735,Lake Sockeye,1974,1850,1850,17034
1580,735,Lake Sockeye,1975,27744,29700,124337
1642,735,Lake Sockeye,1976,2138,2250,17206
1704,735,Lake Sockeye,1977,2339,2500,10650
1766,735,Lake Sockeye,1978,2927,3150,15826
1828,735,Lake Sockeye,1979,32852,35000,123471
1890,735,Lake Sockeye,1980,2761,2894,8028
1952,735,Lake Sockeye,1981,1095,1170,5875
2014,735,Lake Sockeye,1982,1647,1647,49424
2076,735,Lake Sockeye,1983,6064,6451,16438
2138,735,Lake Sockeye,1984,10000,10461,53435
2200,735,Lake Sockeye,1985,6110,6395,20512
2262,735,Lake Sockeye,1986,3000,3131,4883
2324,735,Lake Sockeye,1987,11079,11079,38808
2386,735,Lake Sockeye,1988,12592,12780,46654
2448,735,Lake Sockeye,1989,2534,2534,22328
2510,735,Lake Sockeye,1990,7758,7992,23290
2572,735,Lake Sockeye,1991,4919,4919,18807
2634,735,Lake Sockeye,1992,2560,2560,15958
2696,735,Lake Sockeye,1993,1184,1184,6325
2758,735,Lake Sockeye,1994,4415,4415,26743
2820,735,Lake Sockeye,1995,31079,34431,58350
2882,735,Lake Sockeye,1996,8161,8176,11707
2944,735,Lake Sockeye,1997,4786,4811,19273
3006,735,Lake Sockeye,1998,4777,4777,10250
3068,735,Lake Sockeye,1999,8238,8238,29198
3130,735,Lake Sockeye,2000,12923,13440,22954
3192,735,Lake Sockeye,2001,5673,5842,7416
3254,735,Lake Sockeye,2002,8590,8770,14961
3316,735,Lake Sockeye,2003,6414,6752,25463
3378,735,Lake Sockeye,2004,916,916,23894
3440,735,Lake Sockeye,2005,1730,1730,5829
3502,735,Lake Sockeye,2006,1500,1554,9570
3564,735,Lake Sockeye,2007,2153,2173,4159
3626,735,Lake Sockeye,2008,923,1005,3045
3688,735,Lake Sockeye,2009,1751,1814,4940
3750,735,Lake Sockeye,2010,8314,8439,15293
3812,735,Lake Sockeye,2011,4045,4101,10953
3874,735,Lake Sockeye,2012,59,59,NA
3936,735,Lake Sockeye,2013,3261,3257,NA
3998,735,Lake Sockeye,2014,11711,12064,NA
4060,735,Lake Sockeye,2015,3625,3838,NA
4122,735,Lake Sockeye,2016,143,143,NA
4184,735,Lake Sockeye,2017,244,244,NA
4246,735,Lake Sockeye,2018,NA,8406,NA
4308,735,Lake Sockeye,2019,NA,20,NA
46,738,Lake Sockeye,1950,19525,12521,NA
108,738,Lake Sockeye,1951,23555,24344,NA
170,738,Lake Sockeye,1952,6166,6766,29709
232,738,Lake Sockeye,1953,7231,7311,31640
294,738,Lake Sockeye,1954,32176,24892,169436
356,738,Lake Sockeye,1955,8895,9022,67964
418,738,Lake Sockeye,1956,2541,2717,12045
480,738,Lake Sockeye,1957,15717,16525,54075
542,738,Lake Sockeye,1958,86801,78721,428958
604,738,Lake Sockeye,1959,52299,52325,317457
666,738,Lake Sockeye,1960,3047,3058,11826
728,738,Lake Sockeye,1961,5649,6420,15873
790,738,Lake Sockeye,1962,57980,58357,200761
852,738,Lake Sockeye,1963,60065,71697,175702
914,738,Lake Sockeye,1964,2768,2784,9065
976,738,Lake Sockeye,1965,6756,8864,33811
1038,738,Lake Sockeye,1966,31943,29501,179688
1100,738,Lake Sockeye,1967,21758,13365,116094
1162,738,Lake Sockeye,1968,3894,4083,19668
1224,738,Lake Sockeye,1969,7003,10740,51870
1286,738,Lake Sockeye,1970,13241,12514,142701
1348,738,Lake Sockeye,1971,18417,19060,218158
1410,738,Lake Sockeye,1972,2863,2940,26015
1472,738,Lake Sockeye,1973,2841,9102,48645
1534,738,Lake Sockeye,1974,49611,46649,225874
1596,738,Lake Sockeye,1975,37067,37060,134229
1658,738,Lake Sockeye,1976,8468,8530,58399
1720,738,Lake Sockeye,1977,5781,19562,82233
1782,738,Lake Sockeye,1978,68955,66415,255348
1844,738,Lake Sockeye,1979,49114,49737,175012
1906,738,Lake Sockeye,1980,8433,8595,22479
1968,738,Lake Sockeye,1981,29686,30481,130040
2030,738,Lake Sockeye,1982,72687,75492,292907
2092,738,Lake Sockeye,1983,29970,30877,98763
2154,738,Lake Sockeye,1984,17592,17600,88916
2216,738,Lake Sockeye,1985,9831,9877,59274
2278,738,Lake Sockeye,1986,159696,169376,600749
2340,738,Lake Sockeye,1987,84472,89642,282523
2402,738,Lake Sockeye,1988,18932,19183,46902
2464,738,Lake Sockeye,1989,12935,13103,74658
2526,738,Lake Sockeye,1990,381999,387128,1073852
2588,738,Lake Sockeye,1991,148112,146895,454204
2650,738,Lake Sockeye,1992,8052,8852,47913
2712,738,Lake Sockeye,1993,18692,18938,36767
2774,738,Lake Sockeye,1994,138829,205470,583431
2836,738,Lake Sockeye,1995,65064,70773,106967
2898,738,Lake Sockeye,1996,25650,31967,32156
2960,738,Lake Sockeye,1997,5036,5596,21206
3022,738,Lake Sockeye,1998,71831,108149,354339
3084,738,Lake Sockeye,1999,22908,29360,81491
3146,738,Lake Sockeye,2000,28861,46143,40020
3208,738,Lake Sockeye,2001,9597,12084,11416
3270,738,Lake Sockeye,2002,234719,311766,401810
3332,738,Lake Sockeye,2003,37429,41478,127578
3394,738,Lake Sockeye,2004,2095,2353,137746
3456,738,Lake Sockeye,2005,9634,9096,34828
3518,738,Lake Sockeye,2006,249109,291956,1182200
3580,738,Lake Sockeye,2007,18077,24564,37635
3642,738,Lake Sockeye,2008,1444,3596,11821
3704,738,Lake Sockeye,2009,11377,12199,14596
3766,738,Lake Sockeye,2010,1033997,1417698,2083475
3828,738,Lake Sockeye,2011,43877,65771,111211
3890,738,Lake Sockeye,2012,2131,3200,NA
3952,738,Lake Sockeye,2013,47880,56652,NA
4014,738,Lake Sockeye,2014,243855,494031,NA
4076,738,Lake Sockeye,2015,14429,26997,NA
4138,738,Lake Sockeye,2016,1289,1480,NA
4200,738,Lake Sockeye,2017,9531,9844,NA
4262,738,Lake Sockeye,2018,NA,492330,NA
4324,738,Lake Sockeye,2019,NA,5145,NA
47,739,Lake Sockeye,1950,1270950,1304541,NA
109,739,Lake Sockeye,1951,141581,145104,NA
171,739,Lake Sockeye,1952,10626,10753,0
233,739,Lake Sockeye,1953,219426,220363,0
295,739,Lake Sockeye,1954,1905138,2031013,140931
357,739,Lake Sockeye,1955,64199,64584,203
419,739,Lake Sockeye,1956,4407,4505,0
481,739,Lake Sockeye,1957,305087,307228,23
543,739,Lake Sockeye,1958,2265660,2299974,80890
605,739,Lake Sockeye,1959,134884,135090,1946
667,739,Lake Sockeye,1960,1873,1914,0
729,739,Lake Sockeye,1961,65793,65857,99
791,739,Lake Sockeye,1962,1126679,1151056,57221
853,739,Lake Sockeye,1963,157912,158581,4638
915,739,Lake Sockeye,1964,714,716,0
977,739,Lake Sockeye,1965,59113,59529,1024
1039,739,Lake Sockeye,1966,1265665,1322480,60855
1101,739,Lake Sockeye,1967,787344,845930,20639
1163,739,Lake Sockeye,1968,3835,3998,0
1225,739,Lake Sockeye,1969,54953,55319,4897
1287,739,Lake Sockeye,1970,1478116,1556824,87182
1349,739,Lake Sockeye,1971,289255,290293,66207
1411,739,Lake Sockeye,1972,4692,4698,289
1473,739,Lake Sockeye,1973,47980,47998,21308
1535,739,Lake Sockeye,1974,1117117,1157513,418488
1597,739,Lake Sockeye,1975,165820,168565,52706
1659,739,Lake Sockeye,1976,5588,5588,259
1721,739,Lake Sockeye,1977,81702,81775,32128
1783,739,Lake Sockeye,1978,1884188,1900403,1141097
1845,739,Lake Sockeye,1979,295889,299713,56576
1907,739,Lake Sockeye,1980,2878,2675,117
1969,739,Lake Sockeye,1981,64981,46907,37190
2031,739,Lake Sockeye,1982,2993666,3061258,1694956
2093,739,Lake Sockeye,1983,210824,211424,55302
2155,739,Lake Sockeye,1984,4742,4339,651
2217,739,Lake Sockeye,1985,18386,15253,6039
2279,739,Lake Sockeye,1986,2335542,2356264,2665692
2341,739,Lake Sockeye,1987,598888,603163,36538
2403,739,Lake Sockeye,1988,7122,5059,1947
2465,739,Lake Sockeye,1989,18216,11653,3009
2527,739,Lake Sockeye,1990,3699933,3721139,3258272
2589,739,Lake Sockeye,1991,1250095,1255876,68994
2651,739,Lake Sockeye,1992,15195,13128,1955
2713,739,Lake Sockeye,1993,19687,11366,7023
2775,739,Lake Sockeye,1994,1403505,1371688,2414154
2837,739,Lake Sockeye,1995,431157,429084,48741
2899,739,Lake Sockeye,1996,16408,12484,2870
2961,739,Lake Sockeye,1997,4326,1446,2522
3023,739,Lake Sockeye,1998,1372142,1389529,634073
3085,739,Lake Sockeye,1999,300336,343585,24427
3147,739,Lake Sockeye,2000,4248,855,3037
3209,739,Lake Sockeye,2001,25079,4858,15003
3271,739,Lake Sockeye,2002,5429144,5529635,1251669
3333,739,Lake Sockeye,2003,376382,381278,11273
3395,739,Lake Sockeye,2004,3858,2994,1292
3457,739,Lake Sockeye,2005,67935,21113,598
3519,739,Lake Sockeye,2006,2607927,2897610,2614214
3581,739,Lake Sockeye,2007,66316,61043,15572
3643,739,Lake Sockeye,2008,644,164,811
3705,739,Lake Sockeye,2009,74556,32481,3138
3767,739,Lake Sockeye,2010,6632734,7527012,7427289
3829,739,Lake Sockeye,2011,155132,165695,30131
3891,739,Lake Sockeye,2012,1521,12,NA
3953,739,Lake Sockeye,2013,201559,152981,NA
4015,739,Lake Sockeye,2014,2061594,2209856,NA
4077,739,Lake Sockeye,2015,13840,9688,NA
4139,739,Lake Sockeye,2016,981,49,NA
4201,739,Lake Sockeye,2017,26373,15069,NA
4263,739,Lake Sockeye,2018,NA,1517943,NA
4325,739,Lake Sockeye,2019,NA,5263,NA
38,740,Lake Sockeye,1950,4908,6467,NA
100,740,Lake Sockeye,1951,7680,8669,NA
162,740,Lake Sockeye,1952,13016,15617,67672
224,740,Lake Sockeye,1953,6963,7909,37432
286,740,Lake Sockeye,1954,9957,9995,42427
348,740,Lake Sockeye,1955,4818,5178,40626
410,740,Lake Sockeye,1956,8695,9039,59176
472,740,Lake Sockeye,1957,6858,6919,35295
534,740,Lake Sockeye,1958,10152,10215,40803
596,740,Lake Sockeye,1959,10005,10413,63790
658,740,Lake Sockeye,1960,5414,6784,25353
720,740,Lake Sockeye,1961,6302,7861,28737
782,740,Lake Sockeye,1962,7380,7717,24602
844,740,Lake Sockeye,1963,6676,8886,20946
906,740,Lake Sockeye,1964,5084,5324,17913
968,740,Lake Sockeye,1965,5207,6728,24308
1030,740,Lake Sockeye,1966,5885,6300,39722
1092,740,Lake Sockeye,1967,946,1319,12071
1154,740,Lake Sockeye,1968,7853,8396,40992
1216,740,Lake Sockeye,1969,5229,5633,27227
1278,740,Lake Sockeye,1970,3242,4746,22169
1340,740,Lake Sockeye,1971,640,1733,10962
1402,740,Lake Sockeye,1972,9369,12052,102283
1464,740,Lake Sockeye,1973,2569,2751,15690
1526,740,Lake Sockeye,1974,2371,2743,12010
1588,740,Lake Sockeye,1975,2627,2787,10072
1650,740,Lake Sockeye,1976,8667,9269,59731
1712,740,Lake Sockeye,1977,507,2036,2378
1774,740,Lake Sockeye,1978,2500,2500,19263
1836,740,Lake Sockeye,1979,1646,2807,6108
1898,740,Lake Sockeye,1980,5298,5591,19616
1960,740,Lake Sockeye,1981,787,886,4059
2022,740,Lake Sockeye,1982,2992,2992,15077
2084,740,Lake Sockeye,1983,2857,3607,8814
2146,740,Lake Sockeye,1984,16922,19345,49379
2208,740,Lake Sockeye,1985,3419,5521,11150
2270,740,Lake Sockeye,1986,2098,2198,3754
2332,740,Lake Sockeye,1987,1487,1512,4117
2394,740,Lake Sockeye,1988,19451,20684,35399
2456,740,Lake Sockeye,1989,1640,1827,16867
2518,740,Lake Sockeye,1990,630,730,4605
2580,740,Lake Sockeye,1991,464,757,1509
2642,740,Lake Sockeye,1992,8236,8663,44203
2704,740,Lake Sockeye,1993,5041,5384,15749
2766,740,Lake Sockeye,1994,1678,1741,5856
2828,740,Lake Sockeye,1995,1033,1163,1771
2890,740,Lake Sockeye,1996,42848,48169,65874
2952,740,Lake Sockeye,1997,5590,6215,24409
3014,740,Lake Sockeye,1998,6989,7229,15531
3076,740,Lake Sockeye,1999,6820,6981,47468
3138,740,Lake Sockeye,2000,62004,77054,93799
3200,740,Lake Sockeye,2001,31180,41153,48667
3262,740,Lake Sockeye,2002,18171,24235,30185
3324,740,Lake Sockeye,2003,9792,36044,37751
3386,740,Lake Sockeye,2004,5593,7575,142920
3448,740,Lake Sockeye,2005,26465,104156,87312
3510,740,Lake Sockeye,2006,6018,31599,37398
3572,740,Lake Sockeye,2007,14042,32495,25246
3634,740,Lake Sockeye,2008,8880,14285,46703
3696,740,Lake Sockeye,2009,11265,16461,15795
3758,740,Lake Sockeye,2010,4854,13163,9995
3820,740,Lake Sockeye,2011,8590,14170,15932
3882,740,Lake Sockeye,2012,6402,11099,NA
3944,740,Lake Sockeye,2013,16089,37866,NA
4006,740,Lake Sockeye,2014,16862,39819,NA
4068,740,Lake Sockeye,2015,15793,40058,NA
4130,740,Lake Sockeye,2016,7314,14584,NA
4192,740,Lake Sockeye,2017,4182,11671,NA
4254,740,Lake Sockeye,2018,NA,6973,NA
4316,740,Lake Sockeye,2019,NA,972,NA
52,742,River Sockeye,1950,1136,568,NA
114,742,River Sockeye,1951,1490,745,NA
176,742,River Sockeye,1952,2866,1433,NA
238,742,River Sockeye,1953,2988,1494,NA
300,742,River Sockeye,1954,2000,1000,NA
362,742,River Sockeye,1955,200,100,NA
424,742,River Sockeye,1956,2000,1000,NA
486,742,River Sockeye,1957,2400,1200,NA
548,742,River Sockeye,1958,1386,693,NA
610,742,River Sockeye,1959,1274,637,NA
672,742,River Sockeye,1960,800,400,NA
734,742,River Sockeye,1961,2586,1293,NA
796,742,River Sockeye,1962,1198,599,NA
858,742,River Sockeye,1963,706,353,NA
920,742,River Sockeye,1964,1334,667,NA
982,742,River Sockeye,1965,550,275,NA
1044,742,River Sockeye,1966,1768,884,NA
1106,742,River Sockeye,1967,2012,1006,NA
1168,742,River Sockeye,1968,3104,1552,NA
1230,742,River Sockeye,1969,1430,715,NA
1292,742,River Sockeye,1970,728,364,NA
1354,742,River Sockeye,1971,788,394,NA
1416,742,River Sockeye,1972,604,302,NA
